protein_id	Scer	Spom	Nirr	CneoH99	Ztri	Ncra	Cimm	Ccin	Afum	Amega	Mcir
AC1KRZ_001123	1	0	1	0	0	0	0	0	0	0	1
AC1KRZ_001124	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001140	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001144	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001154	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001175	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001186	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001187	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001217	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001218	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001223	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001250	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001254	0	0	0	1	1	1	0	0	1	1	0
AC1KRZ_001324	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001331	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001349	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001353	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001362	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001390	0	0	0	1	0	0	0	0	0	0	0
AC1KRZ_001393	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001408	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001411	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001416	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001433	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001458	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001473	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001481	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001514	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001574	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001582	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001644	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001656	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001663	0	0	0	0	1	0	0	0	0	0	0
AC1KRZ_001698	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001699	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001702	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001716	0	0	0	0	1	1	1	1	1	1	0
AC1KRZ_001746	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001753	1	1	1	0	1	1	1	0	1	1	0
AC1KRZ_001755	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001756	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001775	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001776	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001777	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001783	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001811	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001814	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001822	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001838	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001844	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001846	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001865	0	0	1	0	1	1	1	1	1	1	1
AC1KRZ_001876	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001917	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001926	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001930	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001944	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001968	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001997	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002013	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002016	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002019	0	0	0	1	1	1	0	1	1	1	0
AC1KRZ_002030	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002031	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002076	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002090	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002103	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002134	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002151	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002181	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002191	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002206	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002236	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002243	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002300	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002302	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002303	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002305	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002346	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_002348	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002349	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002362	0	0	0	0	1	1	1	0	1	1	0
AC1KRZ_002365	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002377	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002386	0	0	0	0	1	1	0	0	0	0	0
AC1KRZ_002437	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002446	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002505	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_002508	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002513	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002568	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002569	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002575	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002581	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002583	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002593	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002605	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002607	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002617	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002624	1	0	0	1	0	0	0	0	0	0	1
AC1KRZ_002639	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002643	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002666	0	0	0	1	0	0	0	0	1	0	0
AC1KRZ_002678	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002695	0	0	0	0	0	0	0	0	0	1	0
AC1KRZ_002699	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002701	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002711	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002739	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002760	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002832	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002835	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002850	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002883	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002890	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002906	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002915	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002980	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_002997	1	1	1	0	1	1	1	0	1	1	1
AC1KRZ_003021	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003030	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003034	0	1	0	0	1	0	0	0	1	0	0
AC1KRZ_003054	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003068	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003072	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003078	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003079	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003085	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003090	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_003100	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003113	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_003116	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003131	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003162	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003206	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003212	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003216	0	0	0	0	0	0	0	0	1	0	0
AC1KRZ_003231	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003235	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003265	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003286	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003287	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003295	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003307	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003308	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003310	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003314	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003336	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003353	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003376	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003377	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003407	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003423	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003431	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003449	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003470	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003475	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003477	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003478	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003514	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003518	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003545	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003546	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003548	0	1	0	1	1	1	1	1	1	1	1
AC1KRZ_003552	0	0	0	1	0	0	0	0	1	0	0
AC1KRZ_003555	0	0	0	1	1	1	0	0	1	1	0
AC1KRZ_003557	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003560	0	0	0	0	1	1	0	0	1	0	1
AC1KRZ_003567	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003591	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003596	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003618	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003634	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003668	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003680	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003699	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003702	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003709	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003742	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003760	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003767	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003778	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003785	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003816	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003820	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003836	0	0	0	0	1	1	0	0	1	0	1
AC1KRZ_003848	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003869	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003873	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003895	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003901	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003933	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003954	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003956	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003957	0	0	0	1	0	1	0	0	1	0	0
AC1KRZ_003960	0	0	0	0	0	0	0	0	1	0	0
AC1KRZ_003971	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003980	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003981	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003986	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_003987	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003989	1	1	1	1	1	1	1	0	1	1	1
AC1KRZ_003995	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_003997	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004058	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004059	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004070	1	0	0	1	1	1	1	0	1	1	0
AC1KRZ_004072	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004073	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004085	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004099	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004142	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004143	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004145	0	0	0	0	1	0	1	0	1	0	0
AC1KRZ_004177	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004195	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004205	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004258	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004275	0	1	1	1	1	1	1	1	1	1	1
AC1KRZ_004277	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004320	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004322	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004328	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004337	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004351	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004358	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004371	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004373	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004447	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004451	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004503	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004506	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004507	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004517	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004533	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004535	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004539	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004569	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004575	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004598	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004610	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_004611	0	0	0	0	1	1	0	1	1	0	1
AC1KRZ_004617	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004621	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004624	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004647	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_004653	1	1	1	0	1	1	1	0	1	1	0
AC1KRZ_004664	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004668	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004673	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004680	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004694	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004711	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004721	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004722	0	1	1	1	1	1	1	1	1	1	1
AC1KRZ_004725	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004741	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004759	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004771	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004786	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004813	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004816	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004843	0	0	0	0	1	1	0	0	0	0	0
AC1KRZ_004866	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004869	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004878	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004883	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004897	0	0	0	0	1	0	0	0	0	0	0
AC1KRZ_004901	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004902	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004912	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004918	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004929	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004934	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_004937	1	1	0	1	1	1	1	0	1	1	1
AC1KRZ_004940	0	0	1	0	1	0	0	0	0	0	0
AC1KRZ_004947	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004949	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004957	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004963	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004980	0	0	1	0	0	0	0	0	0	0	0
AC1KRZ_004985	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004987	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_004996	1	1	1	0	1	1	1	0	1	1	0
AC1KRZ_004998	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_005013	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_005028	1	0	0	0	1	1	0	1	1	1	1
AC1KRZ_005030	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_005032	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_005046	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_005051	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_005082	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_005094	0	0	0	0	0	0	0	0	0	1	0
