protein_id	source_proteome	AOBS17_30	AOBS82_9	Afum	Cimm	Ncra	Nirr	Scer	Spom	Ztri	gene_name	product_description	function_source	Best_Swissprot	Pfam_Names	Pfam_Accessions	Pfam_Evalues
AC1KRY_001101	AOBS17_30	1	1	0	1	1	1	0	1	1							
AC1KRY_001102	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001105	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001107	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_004397	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004398	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004401	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004409	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004415	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004418	AOBS17_30	1	1	1	0	0	1	0	0	1							
AC1KRY_004424	AOBS17_30	1	0	0	0	0	1	1	0	0							
AC1KRY_004427	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004429	AOBS17_30	1	1	1	1	0	1	0	1	1							
AC1KRY_004432	AOBS17_30	1	1	0	0	0	1	0	1	0							
AC1KRY_004439	AOBS17_30	1	1	1	0	1	1	0	0	1							
AC1KRY_004441	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004451	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004454	AOBS17_30	1	0	1	1	1	1	1	1	0							
AC1KRY_004458	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004462	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004464	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004465	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004469	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_004471	AOBS17_30	1	1	0	0	1	1	1	0	0							
AC1KRY_004472	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004474	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004475	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004482	AOBS17_30	1	1	1	0	1	1	0	1	0							
AC1KRY_004488	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004490	AOBS17_30	1	1	0	0	0	1	0	1	0							
AC1KRY_004491	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004498	AOBS17_30	1	1	1	1	0	1	1	1	1							
AC1KRY_004506	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004508	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004509	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004510	AOBS17_30	1	1	1	1	1	1	0	0	0							
AC1KRY_004514	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004515	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004518	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004520	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004522	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_004523	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004524	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004527	AOBS17_30	1	1	1	1	0	1	0	0	1							
AC1KRY_004531	AOBS17_30	1	1	0	0	1	1	0	0	0							
AC1KRY_004533	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004534	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004537	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004540	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004544	AOBS17_30	1	1	0	0	0	1	0	0	1							
AC1KRY_004551	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004552	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004554	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004555	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004557	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004559	AOBS17_30	1	1	1	1	1	1	1	1	0							
AC1KRY_004562	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004564	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004565	AOBS17_30	1	1	0	0	1	1	0	1	1							
AC1KRY_004566	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004567	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004568	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004569	AOBS17_30	1	1	1	0	1	1	0	1	1							
AC1KRY_004570	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004572	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004574	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004576	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004577	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004582	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004584	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004586	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004587	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004591	AOBS17_30	1	0	0	0	0	1	1	0	0							
AC1KRY_004593	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004598	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004599	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004603	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004604	AOBS17_30	1	1	0	1	0	1	0	0	1							
AC1KRY_004605	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004607	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004609	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004615	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004616	AOBS17_30	1	1	0	1	1	1	1	1	1							
AC1KRY_001110	AOBS17_30	1	1	1	1	1	1	0	0	0							
AC1KRY_001111	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001114	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001115	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001116	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001117	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001118	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001120	AOBS17_30	1	1	1	1	0	1	0	1	1							
AC1KRY_001121	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001123	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001124	AOBS17_30	1	1	1	0	0	1	0	1	0							
AC1KRY_001125	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001126	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001129	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001130	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001132	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001133	AOBS17_30	1	0	0	0	0	1	0	1	0							
AC1KRY_001136	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001139	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001140	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001141	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001143	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001144	AOBS17_30	1	1	0	1	0	1	0	1	0							
AC1KRY_001147	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001148	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001152	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001154	AOBS17_30	1	1	0	0	0	1	1	0	0							
AC1KRY_001159	AOBS17_30	1	1	0	0	0	1	1	1	0							
AC1KRY_001160	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001161	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001163	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001168	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001173	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001174	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001175	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001176	AOBS17_30	1	1	1	0	1	1	1	1	1							
AC1KRY_001177	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001178	AOBS17_30	1	1	1	0	0	1	1	0	1							
AC1KRY_001180	AOBS17_30	1	0	0	0	0	1	0	1	0							
AC1KRY_001183	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001187	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001192	AOBS17_30	1	0	0	0	0	1	0	1	0							
AC1KRY_001193	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001195	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001196	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001200	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001204	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004622	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004624	AOBS17_30	1	1	1	0	1	1	1	0	1							
AC1KRY_004629	AOBS17_30	1	1	1	0	0	1	0	1	1							
AC1KRY_004630	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004631	AOBS17_30	1	1	1	0	1	1	1	1	1							
AC1KRY_004639	AOBS17_30	1	0	1	1	1	1	0	0	0							
AC1KRY_004640	AOBS17_30	1	0	1	1	1	1	0	1	1							
AC1KRY_004642	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004643	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004644	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004649	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004650	AOBS17_30	1	0	1	1	1	1	0	1	1							
AC1KRY_004653	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004656	AOBS17_30	1	0	1	1	1	1	0	0	0							
AC1KRY_004657	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004659	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004660	AOBS17_30	1	0	1	1	1	1	1	0	1							
AC1KRY_004662	AOBS17_30	1	1	1	1	1	1	1	1	0							
AC1KRY_004664	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004665	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004667	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004671	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004673	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004674	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004675	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004677	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004678	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004683	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004685	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004687	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004689	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004690	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004691	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004693	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004694	AOBS17_30	1	1	1	1	1	1	1	1	0							
AC1KRY_004697	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004701	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_004714	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004718	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004729	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004731	AOBS17_30	1	0	1	1	1	1	0	1	1							
AC1KRY_004733	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004734	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004735	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004736	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004737	AOBS17_30	1	1	0	1	1	1	0	0	1							
AC1KRY_004740	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004743	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004747	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004748	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004763	AOBS17_30	1	0	0	0	0	1	0	1	0							
AC1KRY_004765	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004766	AOBS17_30	1	0	1	0	0	1	0	1	0							
AC1KRY_004767	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004768	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004769	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004771	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004773	AOBS17_30	1	1	1	0	1	1	0	0	1							
AC1KRY_004774	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004775	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004781	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004787	AOBS17_30	1	1	1	0	0	1	0	1	0							
AC1KRY_004791	AOBS17_30	1	0	1	0	0	1	0	0	0							
AC1KRY_001210	AOBS17_30	1	1	0	0	0	1	0	1	1							
AC1KRY_001211	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001212	AOBS17_30	1	1	1	0	1	1	0	0	1							
AC1KRY_001215	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001217	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_001222	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001223	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001224	AOBS17_30	1	1	0	0	1	1	1	1	1							
AC1KRY_001225	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001227	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001228	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001230	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001232	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001235	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001236	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001238	AOBS17_30	1	1	1	1	1	1	0	1	0							
AC1KRY_001239	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001241	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001242	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001244	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001247	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001255	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001256	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001258	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001260	AOBS17_30	1	1	0	1	0	1	0	0	1							
AC1KRY_001263	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001264	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001276	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001279	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001280	AOBS17_30	1	1	0	0	1	1	0	0	1							
AC1KRY_001281	AOBS17_30	1	1	0	0	0	1	1	1	0							
AC1KRY_001283	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_001286	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001287	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001289	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001290	AOBS17_30	1	1	1	0	1	1	0	0	1							
AC1KRY_001291	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001295	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001297	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004793	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004794	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004797	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004798	AOBS17_30	1	1	1	1	0	1	0	0	1							
AC1KRY_004805	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004806	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004812	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004814	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004815	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004817	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004820	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004821	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004823	AOBS17_30	1	0	0	1	1	1	1	1	1							
AC1KRY_004836	AOBS17_30	1	1	1	0	1	1	1	1	1							
AC1KRY_004837	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_004838	AOBS17_30	1	0	1	1	0	1	1	1	0							
AC1KRY_004841	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004844	AOBS17_30	1	1	1	1	0	1	0	0	0							
AC1KRY_004847	AOBS17_30	1	1	1	0	1	1	1	1	1							
AC1KRY_004848	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004849	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004850	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004851	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004853	AOBS17_30	1	1	0	0	1	1	0	0	0							
AC1KRY_004854	AOBS17_30	1	1	0	0	0	1	1	0	0							
AC1KRY_004858	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004859	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004860	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004871	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004874	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_004875	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004877	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004878	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004879	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004881	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004888	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004889	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004890	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004892	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004893	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004895	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004896	AOBS17_30	1	1	1	0	1	1	1	1	0							
AC1KRY_004901	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004903	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRZ_000003	AOBS82_9	1	1	1	1	1	1	0	1	0							
AC1KRZ_000004	AOBS82_9	1	1	1	1	1	1	0	0	1							
AC1KRZ_000007	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000008	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000009	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000010	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000011	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000013	AOBS82_9	1	1	1	1	0	1	0	1	1							
AC1KRZ_000014	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000016	AOBS82_9	1	1	1	1	1	1	0	0	1							
AC1KRZ_000017	AOBS82_9	1	1	1	0	0	1	0	1	0							
AC1KRZ_000018	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000021	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000022	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000024	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000025	AOBS82_9	0	1	0	0	0	1	0	1	0							
AC1KRZ_000030	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000031	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000033	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000034	AOBS82_9	1	1	0	1	0	1	0	1	0							
AC1KRZ_000036	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000037	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000038	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000041	AOBS82_9	1	1	0	0	0	1	0	0	0							
AC1KRZ_000045	AOBS82_9	0	1	1	1	1	1	1	1	0							
AC1KRZ_000048	AOBS82_9	1	1	0	0	0	1	1	1	0							
AC1KRZ_000049	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000051	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000056	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000061	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000062	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000063	AOBS82_9	0	1	1	1	1	1	1	1	1							
AC1KRZ_000064	AOBS82_9	1	1	1	0	1	1	1	1	1							
AC1KRZ_000065	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000066	AOBS82_9	1	1	1	0	0	1	1	0	1							
AC1KRZ_000068	AOBS82_9	0	1	0	0	0	1	0	1	0							
AC1KRZ_000071	AOBS82_9	0	1	1	1	1	1	1	1	1							
AC1KRZ_000075	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000081	AOBS82_9	0	1	0	0	0	1	0	1	0							
AC1KRZ_000082	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000084	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000085	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000089	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000093	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000098	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000102	AOBS82_9	1	1	0	0	0	1	0	0	1							
AC1KRZ_000103	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000104	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000115	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000116	AOBS82_9	0	1	1	0	1	1	1	0	0							
AC1KRZ_000119	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000123	AOBS82_9	1	1	1	0	1	1	0	1	1							
AC1KRZ_000124	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000126	AOBS82_9	1	1	0	1	0	1	1	1	0							
AC1KRZ_000135	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000140	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000144	AOBS82_9	0	1	0	0	0	1	0	0	0							
AC1KRZ_000145	AOBS82_9	1	1	0	0	0	1	1	1	0							
AC1KRZ_000147	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000149	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000150	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000151	AOBS82_9	1	1	1	1	0	1	1	1	0							
AC1KRZ_000152	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000154	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000157	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000158	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000161	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000162	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000163	AOBS82_9	1	1	1	0	1	1	0	1	0							
AC1KRZ_000165	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000170	AOBS82_9	0	1	0	0	1	1	1	1	0							
AC1KRZ_000174	AOBS82_9	0	1	1	1	0	1	1	1	0							
AC1KRZ_000177	AOBS82_9	1	1	1	1	1	1	1	0	1							
AC1KRZ_000179	AOBS82_9	1	1	1	0	1	1	1	1	1							
AC1KRZ_000180	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000181	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000182	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000183	AOBS82_9	0	1	0	0	0	1	1	1	0							
AC1KRZ_000184	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000186	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000187	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000190	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000194	AOBS82_9	1	1	1	1	1	1	0	0	1							
AC1KRZ_000196	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000197	AOBS82_9	0	1	0	0	0	1	1	1	1							
AC1KRZ_000198	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000200	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000203	AOBS82_9	1	1	0	0	0	1	0	1	0							
AC1KRZ_000206	AOBS82_9	1	1	0	0	1	1	0	1	1							
AC1KRZ_000207	AOBS82_9	1	1	1	1	1	1	0	1	1							
AC1KRZ_000210	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000213	AOBS82_9	1	1	1	1	1	1	0	0	1							
AC1KRZ_000214	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000215	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000216	AOBS82_9	1	1	1	1	1	1	1	1	1							
AC1KRZ_000226	AOBS82_9	1	1	1	1	1	1	1	1	1							
